RCDTS,School Name,City,County,District Size,School Type,# Science Proficiency Total Student,# Science Proficiency - Male,# Science Proficiency - Female,# Science Proficiency - White,# Science Proficiency - Black or African American,# Science Proficiency - Hispanic or Latino,# Science Proficiency - Asian,# Science Proficiency - Native Hawaiian or Other Pacific Islander,# Science Proficiency - American Indian or Alaska Native,# Science Proficiency - Two or More Races,# Science Proficiency - Children with Disabilities
160194320261001,Somonauk Middle School,Somonauk,Dekalb,MEDIUM,MIDDLE SCHL,92.0,44.0,48.0,77.0,,11.0,,,,,8.0
160194320262001,James R Wood Elem School,Somonauk,Dekalb,MEDIUM,ELEMENTARY,,,,,,,,,,,
170200150260001,Clinton High School,Clinton,Dewitt,LARGE,HIGH SCHOOL,42.0,22.0,20.0,39.0,,,,,,,2.0
170200150261002,Clinton Jr High School,Clinton,Dewitt,LARGE,MIDDLE SCHL,53.0,32.0,21.0,45.0,,,,,,6.0,7.0
170200150262003,Douglas Elem School,Clinton,Dewitt,LARGE,ELEMENTARY,,,,,,,,,,,
170200150262004,Clinton Elem School,Clinton,Dewitt,LARGE,ELEMENTARY,64.0,32.0,32.0,58.0,,5.0,,,,,2.0
170200150262005,Lincoln Elem School,Clinton,Dewitt,LARGE,ELEMENTARY,,,,,,,,,,,
170200180260001,Blue Ridge High School,Farmer City,Dewitt,MEDIUM,HIGH SCHOOL,21.0,10.0,11.0,21.0,,,,,,,3.0
170200180262003,Ruth M Schneider Elem School,Farmer City,Dewitt,MEDIUM,ELEMENTARY,,,,,,,,,,,
170200180262005,Blue Ridge Intermediate-Jr High Sch,Mansfield,Dewitt,MEDIUM,ELEMENTARY,46.0,23.0,23.0,40.0,,,,,,,9.0
170530050260001,Woodland High School,Streator,Livingston,MEDIUM,HIGH SCHOOL,14.0,9.0,5.0,12.0,,,,,,,
170530050262001,Woodland Elementary/Jr High Sch,Streator,Livingston,MEDIUM,ELEMENTARY,25.0,13.0,12.0,24.0,,,,,,,1.0
17053006J260001,Tri-Point High School,Cullom,Livingston,SMALL,HIGH SCHOOL,24.0,17.0,7.0,21.0,,,,,,,
17053006J262005,Tri Point Elementary School,Kempton,Livingston,SMALL,ELEMENTARY,,,,,,,,,,,
17053006J262006,Tri-Point Jr High/Elementary,Piper City,Livingston,SMALL,ELEMENTARY,30.0,14.0,16.0,24.0,,,,,,,5.0
170530080260001,Prairie Central High School,Fairbury,Livingston,LARGE,HIGH SCHOOL,86.0,49.0,37.0,81.0,,,,,,,8.0
170530080261001,Prairie Central Jr High School,Forrest,Livingston,LARGE,MIDDLE SCHL,74.0,38.0,36.0,64.0,,6.0,,,,,10.0
170530080262001,Prairie Central Primary West,Chenoa,Livingston,LARGE,ELEMENTARY,,,,,,,,,,,
170530080262005,Prairie Central Elem School,Fairbury,Livingston,LARGE,ELEMENTARY,,,,,,,,,,,
170530080262006,Prairie Central Primary East,Chatsworth,Livingston,LARGE,ELEMENTARY,,,,,,,,,,,
170530080262007,Prairie Central Upper Elementary,Forrest,Livingston,LARGE,ELEMENTARY,80.0,49.0,31.0,73.0,,6.0,,,,,19.0
170530740270001,Flanagan-Cornell High School,Flanagan,Livingston,SMALL,HIGH SCHOOL,4.0,4.0,,4.0,,,,,,,
170530740272001,Flanagan Elem School,Flanagan,Livingston,SMALL,ELEMENTARY,18.0,8.0,10.0,16.0,,,,,,,
170530900170001,Pontiac High School,Pontiac,Livingston,MEDIUM,HIGH SCHOOL,73.0,41.0,32.0,53.0,,8.0,,,,9.0,9.0
170532300170001,Dwight High School,Dwight,Livingston,SMALL,HIGH SCHOOL,12.0,8.0,4.0,12.0,,,,,,,
170532320022001,Dwight Common School,Dwight,Livingston,MEDIUM,ELEMENTARY,51.0,29.0,22.0,44.0,,3.0,,,,,4.0
170534250042001,Graymont Elem School,Graymont,Livingston,SMALL,ELEMENTARY,,,,,,,,,,,
170534260042001,Cornell Elem School,Cornell,Livingston,SMALL,ELEMENTARY,10.0,,6.0,10.0,,,,,,,
170534290041001,Pontiac Jr High School,Pontiac,Livingston,MEDIUM,MIDDLE SCHL,42.0,25.0,16.0,35.0,,7.0,,,,,2.0
170534290042002,Central Elem School,Pontiac,Livingston,MEDIUM,ELEMENTARY,,,,,,,,,,,
170534290042004,Lincoln Elementary School,Pontiac,Livingston,MEDIUM,ELEMENTARY,,,,,,,,,,,
170534290042005,Washington Elem School,Pontiac,Livingston,MEDIUM,ELEMENTARY,41.0,23.0,18.0,33.0,,2.0,,,,,3.0
170534350042001,Odell Grade School,Odell,Livingston,SMALL,ELEMENTARY,22.0,6.0,16.0,22.0,,,,,,,
170534380042001,Saunemin Elem School,Saunemin,Livingston,SMALL,ELEMENTARY,11.0,8.0,,10.0,,,,,,,
170540210260001,Hartsburg-Emden Jr-Sr High School,Hartsburg,Logan,SMALL,HIGH SCHOOL,14.0,8.0,6.0,13.0,,,,,,,
170540210262004,Emden Elementary School,Emden,Logan,SMALL,ELEMENTARY,6.0,,,6.0,,,,,,,
170540230260001,Mount Pulaski High School,Mount Pulaski,Logan,MEDIUM,HIGH SCHOOL,13.0,5.0,8.0,12.0,,,,,,,
170540230262002,Mount Pulaski Elem School,Mount Pulaski,Logan,MEDIUM,ELEMENTARY,63.0,38.0,25.0,60.0,,,,,,,
170540270021001,Lincoln Jr High School,Lincoln,Logan,MEDIUM,MIDDLE SCHL,65.0,32.0,33.0,63.0,,,,,,,6.0
170540270022003,Adams Elem School,Lincoln,Logan,MEDIUM,ELEMENTARY,,,,,,,,,,,
170540270022004,Central Elem School,Lincoln,Logan,MEDIUM,ELEMENTARY,22.0,11.0,11.0,21.0,,,,,,,
170540270022006,Northwest Elem School,Lincoln,Logan,MEDIUM,ELEMENTARY,17.0,10.0,7.0,13.0,,,,,,,3.0
170540270022007,Washington-Monroe Elem School,Lincoln,Logan,MEDIUM,ELEMENTARY,13.0,8.0,5.0,8.0,,,,,,,
170540610042001,Chester-East Lincoln Elem School,Lincoln,Logan,SMALL,ELEMENTARY,36.0,21.0,15.0,35.0,,,,,,,
170540880022005,New Holland-Middletown Elem Sch,Middletown,Logan,SMALL,ELEMENTARY,13.0,,8.0,13.0,,,,,,,
170540920042001,West Lincoln-Broadwell Elem Sch,Lincoln,Logan,SMALL,ELEMENTARY,21.0,16.0,,21.0,,,,,,,
170544040160001,Lincoln Comm High School,Lincoln,Logan,MEDIUM,HIGH SCHOOL,102.0,53.0,49.0,91.0,,,,,,,6.0
170640020260003,LeRoy High School,Le Roy,McLean,MEDIUM,HIGH SCHOOL,29.0,13.0,16.0,29.0,,,,,,,
170640020261002,LeRoy Junior High School,Le Roy,McLean,MEDIUM,MIDDLE SCHL,45.0,23.0,22.0,44.0,,,,,,,8.0
170640020262001,LeRoy Elementary School,Le Roy,McLean,MEDIUM,ELEMENTARY,23.0,15.0,8.0,22.0,,,,,,,
170640030260002,Tri-Valley High School,Downs,McLean,MEDIUM,HIGH SCHOOL,62.0,34.0,28.0,59.0,,,,,,,3.0
170640030261001,Tri-Valley Middle School,Downs,McLean,MEDIUM,MIDDLE SCHL,144.0,74.0,70.0,134.0,,,,,,8.0,18.0
170640030262001,Tri-Valley Elem School,Downs,McLean,MEDIUM,ELEMENTARY,,,,,,,,,,,
170640040260001,Heyworth Jr-Sr High School,Heyworth,McLean,MEDIUM,HIGH SCHOOL,92.0,53.0,39.0,84.0,,,,,,,13.0
170640040262002,Heyworth Elem School,Heyworth,McLean,MEDIUM,ELEMENTARY,45.0,21.0,24.0,44.0,,,,,,,8.0
170640050260001,Normal Community High School,Normal,McLean,LARGE,HIGH SCHOOL,297.0,155.0,142.0,200.0,10.0,23.0,47.0,,,15.0,29.0
170640050260002,Normal Community West High School,Normal,McLean,LARGE,HIGH SCHOOL,197.0,85.0,112.0,155.0,11.0,18.0,,,,7.0,19.0
170640050260003,Eugene Field School,Normal,McLean,LARGE,HIGH SCHOOL,,,,,,,,,,,
17064005026001C,YBMC Charter Sch,Normal,McLean,LARGE,CHARTER SCH,1.0,0.0,,,,,,,,,
170640050261002,Chiddix Jr High School,Normal,McLean,LARGE,MIDDLE SCHL,103.0,56.0,47.0,65.0,9.0,6.0,21.0,,,2.0,12.0
170640050261003,Parkside Jr High School,Normal,McLean,LARGE,MIDDLE SCHL,140.0,74.0,66.0,107.0,7.0,14.0,,,,7.0,12.0
170640050261004,Kingsley Jr High School,Normal,McLean,LARGE,MIDDLE SCHL,167.0,83.0,84.0,124.0,15.0,11.0,9.0,,,8.0,22.0
170640050261005,Evans Junior High School,Bloomington,McLean,LARGE,MIDDLE SCHL,132.0,73.0,59.0,86.0,9.0,9.0,24.0,,,4.0,12.0
170640050262002,Sugar Creek Elem School,Normal,McLean,LARGE,ELEMENTARY,19.0,10.0,9.0,9.0,2.0,,,,,,4.0
170640050262003,Cedar Ridge Elem School,Bloomington,McLean,LARGE,ELEMENTARY,31.0,12.0,19.0,14.0,,12.0,,,,,3.0
170640050262004,Carlock Elem School,Carlock,McLean,LARGE,ELEMENTARY,14.0,7.0,7.0,13.0,,,,,,,
170640050262005,Fairview Elem School,Normal,McLean,LARGE,ELEMENTARY,12.0,9.0,3.0,7.0,2.0,,,,,,
170640050262007,Glenn Elem School,Normal,McLean,LARGE,ELEMENTARY,25.0,11.0,14.0,14.0,,,,,,,
170640050262008,Colene Hoose Elem School,Normal,McLean,LARGE,ELEMENTARY,40.0,18.0,22.0,31.0,,,,,,,7.0
170640050262009,Hudson Elem School,Hudson,McLean,LARGE,ELEMENTARY,35.0,25.0,10.0,33.0,,,,,,,7.0
170640050262010,Oakdale Elem School,Normal,McLean,LARGE,ELEMENTARY,16.0,9.0,7.0,12.0,2.0,,,,,,1.0
170640050262012,Northpoint Elementary School,Bloomington,McLean,LARGE,ELEMENTARY,60.0,26.0,34.0,44.0,,,8.0,,,,5.0
170640050262013,Parkside Elementary School,Normal,McLean,LARGE,ELEMENTARY,17.0,6.0,11.0,13.0,,,,,,,
170640050262014,Towanda Elem School,Towanda,McLean,LARGE,ELEMENTARY,23.0,12.0,11.0,15.0,,,,,,,
170640050262015,Pepper Ridge Elementary School,Bloomington,McLean,LARGE,ELEMENTARY,28.0,16.0,12.0,20.0,,,,,,,1.0
170640050262016,Prairieland Elementary School,Normal,McLean,LARGE,ELEMENTARY,55.0,31.0,24.0,48.0,,,,,,,
170640050262017,Fox Creek Elementary School,Bloomington,McLean,LARGE,ELEMENTARY,20.0,11.0,9.0,16.0,2.0,,,,,,1.0
170640050262018,Grove Elementary School,Normal,McLean,LARGE,ELEMENTARY,68.0,34.0,34.0,48.0,,,12.0,,,,10.0
170640050262019,Benjamin Elem School,Bloomington,McLean,LARGE,ELEMENTARY,78.0,41.0,37.0,40.0,,,33.0,,,,6.0
170640050263001,Brigham Elementary,Bloomington,McLean,LARGE,PreK,,,,,,,,,,,
170640070260002,Lexington High School,Lexington,McLean,SMALL,HIGH SCHOOL,23.0,14.0,9.0,22.0,,,,,,,
170640070261001,Lexington Jr High School,Lexington,McLean,SMALL,MIDDLE SCHL,31.0,16.0,15.0,29.0,,,,,,,
170640070262001,Lexington Elem School,Lexington,McLean,SMALL,ELEMENTARY,32.0,17.0,14.0,32.0,,,,,,,
170640160260009,Olympia High School,Stanford,McLean,LARGE,HIGH SCHOOL,44.0,21.0,23.0,42.0,,,,,,,7.0
170640160261001,Olympia Middle School,Stanford,McLean,LARGE,MIDDLE SCHL,72.0,30.0,42.0,70.0,,,,,,,3.0
170640160262002,Olympia South Elem Sch,Atlanta,McLean,LARGE,ELEMENTARY,14.0,10.0,4.0,12.0,,,,,,,2.0
170640160262003,Olympia North Elem Sch,Danvers,McLean,LARGE,ELEMENTARY,25.0,10.0,15.0,23.0,,,,,,,4.0
170640160262006,Olympia West Elem Sch,Minier,McLean,LARGE,ELEMENTARY,29.0,12.0,17.0,29.0,,,,,,,
170640190260001,Ridgeview High School,Colfax,McLean,MEDIUM,HIGH SCHOOL,4.0,1.0,3.0,4.0,,,,,,,
170640190261001,Ridgeview Jr High School,Colfax,McLean,MEDIUM,MIDDLE SCHL,16.0,10.0,6.0,15.0,,,,,,,
170640190262002,Ridgeview Elementary School,Colfax,McLean,MEDIUM,ELEMENTARY,14.0,8.0,6.0,13.0,,,,,,,
170640870250001,Bloomington High School,Bloomington,McLean,LARGE,HIGH SCHOOL,154.0,82.0,72.0,102.0,12.0,25.0,,,,10.0,21.0
170640870251002,Bloomington Jr High School,Bloomington,McLean,LARGE,MIDDLE SCHL,171.0,93.0,78.0,104.0,22.0,21.0,,,,18.0,17.0
170640870252003,Bent Elem School,Bloomington,McLean,LARGE,ELEMENTARY,19.0,11.0,8.0,8.0,2.0,9.0,,,,,4.0
170640870252006,Irving Elementary School,Bloomington,McLean,LARGE,ELEMENTARY,27.0,16.0,11.0,14.0,,,,,,8.0,2.0
170640870252009,Oakland Elementary School,Bloomington,McLean,LARGE,ELEMENTARY,55.0,25.0,30.0,36.0,3.0,,,,,,9.0
170640870252011,Sheridan Elem School,Bloomington,McLean,LARGE,ELEMENTARY,23.0,10.0,13.0,8.0,9.0,,,,,3.0,0.0
170640870252012,Stevenson Elem School,Bloomington,McLean,LARGE,ELEMENTARY,24.0,13.0,11.0,12.0,8.0,,,,,,4.0
170640870252013,Washington Elem School,Bloomington,McLean,LARGE,ELEMENTARY,43.0,24.0,19.0,24.0,,,,,,,
170640870253001,Sarah A Raymond Sch of Early Educ,Bloomington,McLean,LARGE,PreK,,,,,,,,,,,
190220020021001,Blackhawk Middle School,Bensenville,Dupage,LARGE,MIDDLE SCHL,74.0,31.0,43.0,23.0,,43.0,,,,,8.0
190220020022005,W A Johnson Sch,Bensenville,Dupage,LARGE,ELEMENTARY,35.0,16.0,19.0,7.0,,22.0,,,,,4.0
190220020022006,Tioga Elementary School,Bensenville,Dupage,LARGE,ELEMENTARY,62.0,31.0,31.0,20.0,,37.0,,,,,4.0
190220040021009,Indian Trail Jr High School,Addison,Dupage,LARGE,MIDDLE SCHL,151.0,85.0,66.0,41.0,3.0,96.0,7.0,,,,4.0
190220040022002,Army Trail Elem School,Addison,Dupage,LARGE,ELEMENTARY,14.0,7.0,7.0,,,7.0,,,,,
190220040022003,Fullerton Elem School,Addison,Dupage,LARGE,ELEMENTARY,30.0,19.0,11.0,,,22.0,,,,,
190220040022004,Lake Park Elem School,Addison,Dupage,LARGE,ELEMENTARY,18.0,9.0,9.0,,,16.0,,,,,
190220040022005,Lincoln Elem School,Addison,Dupage,LARGE,ELEMENTARY,16.0,8.0,8.0,,,16.0,,,,,1.0
190220040022008,Wesley Elem School,Addison,Dupage,LARGE,ELEMENTARY,15.0,6.0,9.0,7.0,,8.0,,,,,
190220040022010,Stone Elem School,Addison,Dupage,LARGE,ELEMENTARY,41.0,28.0,13.0,11.0,,22.0,,,,,5.0
190220040022011,Ardmore Elem School,Addison,Dupage,LARGE,ELEMENTARY,15.0,10.0,5.0,5.0,,9.0,,,,,
190220040023002,Addison Early Learning Center,Addison,Dupage,LARGE,PreK,,,,,,,,,,,
190220070021004,Wood Dale Jr High School,Wood Dale,Dupage,MEDIUM,MIDDLE SCHL,68.0,47.0,21.0,29.0,,33.0,,,,,7.0
190220070022002,Oakbrook Elem School,Wood Dale,Dupage,MEDIUM,ELEMENTARY,,,,,,,,,,,
190220070022003,Westview Elem School,Wood Dale,Dupage,MEDIUM,ELEMENTARY,43.0,23.0,20.0,23.0,,16.0,,,,,5.0
190220070023001,Early Childhood Education Center,Wood Dale,Dupage,MEDIUM,PreK,,,,,,,,,,,
190220100021001,F E Peacock Middle School,Itasca,Dupage,MEDIUM,MIDDLE SCHL,37.0,22.0,15.0,28.0,,6.0,,,,,6.0
190220100022002,Elmer H Franzen Intermediate Sch,Itasca,Dupage,MEDIUM,ELEMENTARY,70.0,30.0,40.0,49.0,,10.0,10.0,,,,4.0
190220100022003,Raymond Benson Primary School,Itasca,Dupage,MEDIUM,ELEMENTARY,,,,,,,,,,,
190220110021003,Medinah Middle School,Roselle,Dupage,MEDIUM,MIDDLE SCHL,54.0,29.0,25.0,31.0,,16.0,,,,,6.0
190220110022001,Medinah Intermediate School,Medinah,Dupage,MEDIUM,ELEMENTARY,54.0,31.0,23.0,43.0,,5.0,,,,,6.0
190220110022002,Medinah Primary School,Medinah,Dupage,MEDIUM,ELEMENTARY,,,,,,,,,,,
190220120021005,Roselle Middle School,Roselle,Dupage,MEDIUM,MIDDLE SCHL,75.0,33.0,42.0,55.0,,10.0,,,,,7.0
190220120022004,Spring Hills Elem School,Roselle,Dupage,MEDIUM,ELEMENTARY,41.0,22.0,19.0,33.0,,,,,,,5.0
190220130021001,Westfield Middle School,Bloomingdale,Dupage,MEDIUM,MIDDLE SCHL,141.0,75.0,66.0,99.0,,13.0,24.0,,,,29.0
190220130022002,Dujardin Elementary School,Bloomingdale,Dupage,MEDIUM,ELEMENTARY,50.0,24.0,26.0,27.0,,8.0,13.0,,,,
190220130022004,Erickson Elementary School,Bloomingdale,Dupage,MEDIUM,ELEMENTARY,83.0,44.0,39.0,58.0,,5.0,17.0,,,,10.0
190220150021004,Marquardt Middle School,Glendale Heights,Dupage,LARGE,MIDDLE SCHL,124.0,71.0,53.0,29.0,10.0,61.0,19.0,,,5.0,5.0
190220150022001,G Stanley Hall Elem School,Glendale Heights,Dupage,LARGE,ELEMENTARY,32.0,11.0,21.0,,,21.0,7.0,,,,1.0
190220150022003,Reskin Elem School,Glendale Heights,Dupage,LARGE,ELEMENTARY,24.0,17.0,7.0,,,15.0,,,,,
190220150022004,Winnebago Elem School,Bloomingdale,Dupage,LARGE,ELEMENTARY,31.0,15.0,16.0,12.0,,8.0,7.0,,,,
190220150022006,Black Hawk Elem School,Glendale Heights,Dupage,LARGE,ELEMENTARY,28.0,11.0,17.0,,4.0,16.0,4.0,,,,
190220160021004,Glenside Middle School,Glendale Heights,Dupage,LARGE,MIDDLE SCHL,163.0,82.0,81.0,45.0,5.0,60.0,49.0,,,4.0,11.0
190220160022001,Americana Elementary School,Glendale Heights,Dupage,LARGE,ELEMENTARY,,,,,,,,,,,
190220160022005,Glen Hill Elementary School,Glendale Heights,Dupage,LARGE,ELEMENTARY,,,,,,,,,,,
190220160023001,Queen Bee School,Glendale Heights,Dupage,LARGE,PreK,,,,,,,,,,,
190220200021001,Spring Wood Middle School,Hanover Park,Dupage,MEDIUM,MIDDLE SCHL,58.0,34.0,24.0,28.0,1.0,22.0,5.0,,,,5.0
190220200022002,Waterbury Elem School,Roselle,Dupage,MEDIUM,ELEMENTARY,45.0,25.0,20.0,23.0,,9.0,8.0,,,,3.0
190220200022003,Greenbrook Elem School,Hanover Park,Dupage,MEDIUM,ELEMENTARY,41.0,20.0,21.0,14.0,1.0,17.0,,,,,2.0
190220250021001,Benjamin Middle School,West Chicago,Dupage,MEDIUM,MIDDLE SCHL,96.0,51.0,45.0,66.0,,18.0,10.0,,,,13.0
190220250022002,Evergreen Elementary School,Carol Stream,Dupage,MEDIUM,ELEMENTARY,,,,,,,,,,,
190220330021006,Leman Middle School,West Chicago,Dupage,LARGE,MIDDLE SCHL,127.0,67.0,60.0,33.0,,85.0,,,,,16.0
190220330022001,Gary Elementary School,West Chicago,Dupage,LARGE,ELEMENTARY,39.0,22.0,17.0,11.0,,24.0,,,,,6.0
190220330022002,Indian Knoll Elem School,West Chicago,Dupage,LARGE,ELEMENTARY,15.0,10.0,5.0,,,11.0,,,,,
190220330022004,Pioneer Elem School,West Chicago,Dupage,LARGE,ELEMENTARY,13.0,9.0,4.0,,,12.0,,,,,0.0
190220330022005,Turner Elem School,West Chicago,Dupage,LARGE,ELEMENTARY,29.0,16.0,13.0,,,22.0,,,,,
190220330022006,Currier Elementary School,West Chicago,Dupage,LARGE,ELEMENTARY,29.0,18.0,11.0,,,27.0,,,,,6.0
190220330022007,Wegner Elementary School,West Chicago,Dupage,LARGE,ELEMENTARY,24.0,14.0,10.0,8.0,,11.0,,,,,3.0
190220330023001,Early Learning Center,West Chicago,Dupage,LARGE,PreK,,,,,,,,,,,
190220330023003,Trinity School,West Chicago,Dupage,LARGE,PreK,,,,,,,,,,,
190220330023004,West Chicago D33 ELC Winfield Primary Annex,Winfield,Dupage,LARGE,PreK,,,,,,,,,,,
190220340022001,Winfield Primary School,Winfield,Dupage,MEDIUM,ELEMENTARY,,,,,,,,,,,
190220340022002,Winfield Central School,Winfield,Dupage,MEDIUM,ELEMENTARY,27.0,16.0,11.0,23.0,,4.0,,,,,
190220410021009,Hadley Junior High School,Glen Ellyn,Dupage,LARGE,MIDDLE SCHL,303.0,151.0,152.0,224.0,,35.0,30.0,,,12.0,43.0
190220410022001,Abraham Lincoln Elem School,Glen Ellyn,Dupage,LARGE,ELEMENTARY,82.0,41.0,41.0,57.0,,6.0,,,,11.0,9.0
190220410022002,Benjamin Franklin Elem School,Glen Ellyn,Dupage,LARGE,ELEMENTARY,73.0,34.0,39.0,59.0,,,,,,,9.0
190220410022003,Churchill Elem School,Glen Ellyn,Dupage,LARGE,ELEMENTARY,50.0,21.0,29.0,25.0,,10.0,8.0,,,,5.0
190220410022004,Forest Glen Elem School,Glen Ellyn,Dupage,LARGE,ELEMENTARY,65.0,33.0,32.0,53.0,,9.0,,,,,12.0
190220440021009,Glenn Westlake Middle School,Lombard,Dupage,LARGE,MIDDLE SCHL,166.0,81.0,85.0,116.0,8.0,17.0,21.0,,,,17.0
190220440022001,Butterfield Elem School,Lombard,Dupage,LARGE,ELEMENTARY,28.0,10.0,18.0,17.0,,,7.0,,,,
190220440022005,Wm Hammerschmidt Elem School,Lombard,Dupage,LARGE,ELEMENTARY,37.0,15.0,22.0,32.0,,,,,,,8.0
190220440022009,Manor Hill Elem School,Lombard,Dupage,LARGE,ELEMENTARY,27.0,13.0,14.0,18.0,,,7.0,,,,
190220440022010,Park View Elem School,Lombard,Dupage,LARGE,ELEMENTARY,21.0,13.0,8.0,10.0,,,,,,,3.0
190220440022012,Pleasant Lane Elem School,Lombard,Dupage,LARGE,ELEMENTARY,31.0,15.0,16.0,23.0,,,,,,,
190220440022013,Madison Elementary School,Lombard,Dupage,LARGE,ELEMENTARY,38.0,19.0,19.0,22.0,1.0,7.0,7.0,,,,2.0
190220440023001,John Schroder Early Childhood Center,Lombard,Dupage,LARGE,PreK,,,,,,,,,,,
190220450021006,Jackson Middle School,Villa Park,Dupage,LARGE,MIDDLE SCHL,114.0,63.0,51.0,72.0,8.0,19.0,13.0,,,,7.0
190220450021007,Jefferson Middle School,Villa Park,Dupage,LARGE,MIDDLE SCHL,60.0,32.0,28.0,30.0,,28.0,,,,,11.0
190220450022001,Ardmore Elem School,Villa Park,Dupage,LARGE,ELEMENTARY,47.0,27.0,20.0,34.0,,9.0,,,,,6.0
190220450022010,North Elem School,Villa Park,Dupage,LARGE,ELEMENTARY,24.0,13.0,11.0,9.0,,12.0,,,,,
190220450022011,Schafer Elem School,Lombard,Dupage,LARGE,ELEMENTARY,15.0,7.0,8.0,6.0,,7.0,,,,,1.0
190220450022013,Westmore Elem School,Lombard,Dupage,LARGE,ELEMENTARY,32.0,11.0,21.0,19.0,,4.0,,,,,7.0
190220450022015,York Center Elem School,Lombard,Dupage,LARGE,ELEMENTARY,30.0,15.0,15.0,,6.0,10.0,9.0,,,,3.0
190220450022016,Stevenson School,Lombard,Dupage,LARGE,ELEMENTARY,,,,,,,,,,,
190220450023002,District 45 Early Childhood Center ,Villa Park,Dupage,LARGE,PreK,,,,,,,,,,,
190220480021003,John E Albright Middle School,Villa Park,Dupage,MEDIUM,MIDDLE SCHL,57.0,32.0,25.0,35.0,4.0,6.0,10.0,,,,5.0
190220480022001,Salt Creek Elem School,Elmhurst,Dupage,MEDIUM,ELEMENTARY,,,,,,,,,,,
190220480022002,Stella May Swartz Elem School,Oakbrook Terrace,Dupage,MEDIUM,ELEMENTARY,,,,,,,,,,,
190220530021001,Butler Junior High School,Oak Brook,Dupage,MEDIUM,MIDDLE SCHL,62.0,26.0,36.0,22.0,,,35.0,,,,5.0
190220530022002,Brook Forest Elem School,Oak Brook,Dupage,MEDIUM,ELEMENTARY,54.0,32.0,22.0,25.0,,,26.0,,,,
190220580021014,Herrick Middle School,Downers Grove,Dupage,LARGE,MIDDLE SCHL,252.0,122.0,130.0,206.0,,15.0,17.0,,,8.0,30.0
190220580021015,O Neill Middle School,Downers Grove,Dupage,LARGE,MIDDLE SCHL,129.0,59.0,70.0,91.0,6.0,24.0,,,,,16.0
190220580022001,Belle Aire Elem School,Downers Grove,Dupage,LARGE,ELEMENTARY,21.0,12.0,,10.0,,,,,,,
190220580022002,El Sierra Elem School,Downers Grove,Dupage,LARGE,ELEMENTARY,14.0,11.0,,12.0,,,,,,,
190220580022003,Fairmount Elem School,Downers Grove,Dupage,LARGE,ELEMENTARY,33.0,16.0,17.0,26.0,,,,,,,
190220580022004,Highland Elem School,Downers Grove,Dupage,LARGE,ELEMENTARY,44.0,23.0,21.0,37.0,,,,,,,
190220580022005,Hillcrest Elem School,Downers Grove,Dupage,LARGE,ELEMENTARY,40.0,25.0,15.0,31.0,,,,,,,9.0
190220580022006,Indian Trail Elem School,Downers Grove,Dupage,LARGE,ELEMENTARY,29.0,17.0,12.0,23.0,,,,,,,3.0
190220580022007,Kingsley Elem School,Downers Grove,Dupage,LARGE,ELEMENTARY,38.0,22.0,16.0,28.0,,,,,,,
190220580022008,Lester Elem School,Downers Grove,Dupage,LARGE,ELEMENTARY,67.0,33.0,34.0,53.0,,,,,,,9.0
190220580022010,Pierce Downer Elem School,Downers Grove,Dupage,LARGE,ELEMENTARY,44.0,21.0,23.0,39.0,,,,,,,10.0
190220580022013,Whittier Elem School,Downers Grove,Dupage,LARGE,ELEMENTARY,31.0,22.0,9.0,29.0,,,,,,,5.0
190220580022014,Henry Puffer School,Downers Grove,Dupage,LARGE,ELEMENTARY,21.0,9.0,12.0,20.0,,,,,,,3.0
190220600021001,Westview Hills Middle School,Willowbrook,Dupage,MEDIUM,MIDDLE SCHL,95.0,53.0,42.0,51.0,5.0,14.0,22.0,,,,7.0
190220600022001,Holmes Elem School,Clarendon Hills,Dupage,MEDIUM,ELEMENTARY,,,,,,,,,,,
190220600022002,Maercker Elem School,Westmont,Dupage,MEDIUM,ELEMENTARY,100.0,50.0,50.0,43.0,6.0,18.0,28.0,,,,9.0
190220610021004,Eisenhower Jr High School,Darien,Dupage,MEDIUM,MIDDLE SCHL,69.0,31.0,38.0,42.0,,15.0,,,,,4.0
190220610022001,Mark DeLay School,Darien,Dupage,MEDIUM,ELEMENTARY,,,,,,,,,,,
190220610022002,Lace Elem School,Darien,Dupage,MEDIUM,ELEMENTARY,63.0,29.0,34.0,43.0,,12.0,,,,,9.0
190220620021001,Gower Middle School,Burr Ridge,Dupage,MEDIUM,MIDDLE SCHL,138.0,74.0,64.0,74.0,,17.0,30.0,,,15.0,5.0
190220620022002,Gower West Elem School,Willowbrook,Dupage,MEDIUM,ELEMENTARY,,,,,,,,,,,
190220630021001,Cass Jr High School,Darien,Dupage,MEDIUM,MIDDLE SCHL,112.0,64.0,48.0,72.0,,10.0,19.0,,,9.0,5.0
190220630022002,Concord Elem School,Darien,Dupage,MEDIUM,ELEMENTARY,,,,,,,,,,,
190220660021001,Lakeview Jr High School,Downers Grove,Dupage,MEDIUM,MIDDLE SCHL,96.0,49.0,47.0,69.0,,11.0,11.0,,,,10.0
190220660022002,Elizabeth Ide Elem School,Darien,Dupage,MEDIUM,ELEMENTARY,,,,,,,,,,,
190220660022004,Prairieview Elementary School,Downers Grove,Dupage,MEDIUM,ELEMENTARY,72.0,39.0,33.0,53.0,,8.0,,,,,6.0
190220680021001,Thomas Jefferson Jr High School,Woodridge,Dupage,LARGE,MIDDLE SCHL,171.0,83.0,88.0,77.0,20.0,39.0,23.0,,,12.0,16.0
